desc_translation,sentiment
"Fleming: NVA and VB - blank- proud Flemish language, culture and traditions - respect for who deserves respect - kneel before anyone - love animals",Positive
"Fleming: NVA and VB - blank- proud Flemish language, culture and traditions - respect for who deserves respect - kneel before anyone - love animals",Positive
"24/7 The latest football news from home and abroad! The largest football community in Flanders, with +150,000 visitors per day!",Positive
"24/7 The latest football news from home and abroad! The largest football community in Flanders, with +150,000 visitors per day!",Positive
"councilor, vice-chairman PvdA Haarlem | ❤️ livelihoods and climate 💚 | social and sustainable Haarlem | Tweets own title",Positive
"Councilor VVD Krimpenerwaard portfolio finance, infrastructure, public space management, Delta program, public buildings.",Neutral
,Neutral
,Neutral
,Neutral
,Neutral
Texel pole 18 with Ludovic my splendor Dachshund. ❤️❤️ ⭐️ my held🥰👄,Neutral
Texel pole 18 with Ludovic my splendor Dachshund. ❤️❤️ ⭐️ my held🥰👄,Neutral
"Creative, energetic and focused coach, trainer, therapist, EMDR therapist and coach Mbit boundary gers. Cofounder https://t.co/CdCm4OU6Cr",Positive
"Creative, energetic and focused coach, trainer, therapist, EMDR therapist and coach Mbit boundary gers. Cofounder https://t.co/CdCm4OU6Cr",Positive
Finance Derivative brings the latest News & Analysis from the finance world and corporate excellence.,Positive
physiotherapist - nursing - diabetes educator,Neutral
mobster | whip bitch | antifascist | absinthsmoothie evangelist | lhbqtmi | فلسطين حرة | she / her / match my love | profile photo by @tessawiegerinck,Positive
lorem ipsum,Neutral
lorem ipsum,Neutral
"Man, married, no criminal record, ancestors generations of fishermen, working for over 30 years (never without) meebetalend all benefits and insurance.",Positive
`Every day has its own verhaal`,Positive
`Every day has its own verhaal`,Positive
Dutch news from home and abroad. Do you appreciate the news on UK news visit a.u.b https://t.co/oLK21NDVjY,Neutral
Dutch news from home and abroad. Do you appreciate the news on UK news visit a.u.b https://t.co/oLK21NDVjY,Neutral
"Chemical Researcher, grandpa 4x, FC Twente supporter, politically moderate right, vegetable, color dwarfs, nature, nuclear, atheist, klimaatrealist🚜",Positive
MHC / 1958 / CNV / KNVB Ambassador / vv SEV Leidschendam / Referee / Participation / History / International Politics / Thinking / Philosophy,Neutral
"nature, photography, health, food, Land Rover and whatever else inspires me ...",Neutral
"Father, New A'dammer origin Colombia, liberal right like engineering, mathematics, politics. Quant Portfolio Manager, Developer. Personal tweets.",Positive
"Father, New A'dammer origin Colombia, liberal right like engineering, mathematics, politics. Quant Portfolio Manager, Developer. Personal tweets.",Positive
bhvr and photographer purposes HILVERSUM,Neutral
bhvr and photographer purposes HILVERSUM,Neutral
"Owner Project Centrum Young Child.
Director Director of The Pandelaar Gemert",Positive
"Mother off 4 & 2 grandchildren (twins). Family business. ❤ Animals.
FVD - F1 Max",Neutral
"Mother off 4 & 2 grandchildren (twins). Family business. ❤ Animals.
FVD - F1 Max",Neutral
Ambassador Energy Sustainability Foundation Fighting https://t.co/9DLHy0qbvc Former councilor and chairman GroenLinks Stichtse Fight (2011-2018) @GroenLinksSV,Neutral
"Dancer Freetime freelancer left handed and right supporting President club frightened men Theater, Literature, Culture and Grunberg adept. Aquacholic",Positive
"Dancer Freetime freelancer left handed and right supporting President club frightened men Theater, Literature, Culture and Grunberg adept. Aquacholic",Positive
Academic entrepreneur working on sustainable equitable health care using whole system approach. Sailing Mediterranean to maintain sanity and perspective.,Positive
"Editor-in-Chief ""Architect"" magazine & website on architecture, design and town planning. Blogs every Monday at http://t.co/1LPSdkjH5q",Neutral
,Neutral
,Neutral
"Moralist, hypocritical, spelonkoloog // amateur gynecologist, sneaky pauper, Pastafari, wannabe commenter convinced but mainly lifelike Dommel.",Positive
attorney @bureauBrandeis | novelist | lecturer |,Neutral
attorney @bureauBrandeis | novelist | lecturer |,Neutral
,Neutral
,Neutral
"right (s) by sea.

former Martijn971976, but I can not account for.",Positive
"right (s) by sea.

former Martijn971976, but I can not account for.",Positive
Nickel & Cobalt,Neutral
"IHSA is a network engaged with the study of humanitarian crises Caused by disasters, conflict or political instability.",Neutral
"Singer / songwriter Harry Loco Official Woodstock performer LOVE WILL WIN! WORLD PEACE, 2012, FOOTBALL",Positive
"Care News, opinion information, and supplemented with care vacancies and care events. Netherlands for caring and involved.",Neutral
NOT NORMALLY MAKE WHAT IS NOT NORMAL! Limit yourself not do as Grapperhaus. #jesuisGrapperhaus,Negative
"https://t.co/3LibhSC4EK... Beware: opinions. Open Access. EU Citizen, former UK resident / tax payer. Ⓐ = I claim no rights other than attribution. Ⓤ = Fan Plan or U.",Negative
"Press Officer - former journalist / presenter - AVRO, NMO, RTVNH, AT5, FunX, Men's Health, Greenpeace
Left, center, right? Respectful and critical 2 all",Positive
🇭🇹 Chilogm1@Gmail.com Best thing about life is waking up everyday.😇 We try again. Cash app $ chilogm1,Positive
DJ / PRODUCER - 22 - House / Dance - INFO / BOOKINGS: info@mikegerritsen.com,Neutral
Spokesman economics researcher at @StatistiekCBS Heerlen | globalization | international trade | companies | Traffic and transport,Neutral
,Neutral
"Moroccan, Progressive Muslim ,, Critical, 1 passport .. a modern vision. I often tweet news, love. and vegetarian. Feminist (really)
I FOLLOW BACK",Positive
Read the latest sports news from Twente and the Achterhoek. Filled by the sports editor of The Courant Tubantia Twentsche. Tips: sportredactie@tubantia.nl.,Positive
#Socialegeografie #Landbouw #natuur #regio #wijk #wijkeconomie #democratie #wandelen #fietsen. Foundation Project https://t.co/Jxgollhd70 @buurtenregio.,Neutral
"Old trucker, very troubled.
How do our beautiful Netherlands.
What makes me happy is my hobby, music.
https://t.co/PyoJPURPZc",Positive
"Old trucker, very troubled.
How do our beautiful Netherlands.
What makes me happy is my hobby, music.
https://t.co/PyoJPURPZc",Positive
"Moroccan, Progressive Muslim ,, Critical, 1 passport .. a modern vision. I often tweet news, love. and vegetarian. Feminist (really)
I FOLLOW BACK",Positive
,Neutral
A bone makes stuff - automated retweets # COVID-19 #coronavirus # 2019nCoV #wuhan #coronavirus,Neutral
,Neutral
,Neutral
Investigative journalist,Neutral
Investigative journalist,Neutral
,Neutral
,Neutral
Teach your children,Neutral
Shine bright like a Diamond💍 | 🇸🇬Titan Digital Media | ☿ Joie de vivre |喜 天 e: stagetechnique@yahoo.com,Positive
Urban subculture bottom-slow (painting) Art 020 triple loop learning experiment Nordic Noir planning Civil Servant Permanent Beta,Neutral
Right to health for everyone ~ #BreekDeTweedeGolf #ScholenVeilig,Positive
Shisha Manager @scofieldprod,Neutral
"Who would not know me ...!
Followers that are irrevocably blocked their view intrude repeatedly!",Neutral
"Independent entrepreneur, politics, (climate) science, animals. Sit on Twitter to gather information that is not available through the MSM.",Negative
"Independent entrepreneur, politics, (climate) science, animals. Sit on Twitter to gather information that is not available through the MSM.",Negative
"Psychic medium, scanning bodies gezondsheids complaints handwriting anne lease, photographs scanned by looking at the eyes, specialty Jin Shin Jyutsu",Neutral
"Thick wood ... I know a lot of little or nothing, but I feel all the more. Allergic to Tinder post❌",Positive
Platform independent brainpower and breeding ground for conflict. Independently funded through donations. https://t.co/9mFWywtBs6,Neutral
Platform independent brainpower and breeding ground for conflict. Independently funded through donations. https://t.co/9mFWywtBs6,Neutral
"Marketing consultant ABN AMRO Private Banking International, zoals ABN AMRO MeesPierson, Neuflize OBC and Bethmann Bank",Neutral
"Marketing consultant ABN AMRO Private Banking International, zoals ABN AMRO MeesPierson, Neuflize OBC and Bethmann Bank",Neutral
Language & nasty diseases. GIFs are the lowest form of white. Everything I say has to be critically scrutinized. I work for @MSF only speak for myself.,Negative
Language & nasty diseases. GIFs are the lowest form of white. Everything I say has to be critically scrutinized. I work for @MSF only speak for myself.,Negative
"Medical doctor. Intensivist with guest Translator or תלמוד עם תרגום רש""י https://t.co/pueeiPbFmN",Neutral
Teach your children,Neutral
Poinçonneur,Neutral
Poinçonneur,Neutral
"Straightforward, open, honest and direct. Member FVD and support PVV. Proud of our language and culture. Anti EU, but love Europe.",Positive
"Straightforward, open, honest and direct. Member FVD and support PVV. Proud of our language and culture. Anti EU, but love Europe.",Positive
Urban subculture bottom-slow (painting) Art 020 triple loop learning experiment Nordic Noir planning Civil Servant Permanent Beta,Neutral
"What is happening in the world, we as a newspaper can not control. How it will be so. Newsletter: http://t.co/a5MTu2ihI1. Questions: @Webcare_Trouw",Neutral
Tenor; Bach Enthusiast; runner; Business Analyst; Finance Manager; Amsterdam; Dog Lover; TBI survivor,Neutral
Tenor; Bach Enthusiast; runner; Business Analyst; Finance Manager; Amsterdam; Dog Lover; TBI survivor,Neutral
"Music, nature, photography, environmentalist, free spirit, Independent thinker and anti-fascist, #HeartMusic fan ❤️🤘 on Rock & 🗳 #BidenHarris 🌊 #WWRBGD",Positive
"Still studying on a bio that's Supposed to make me look less average, less autistic, less arrogant, more likeable, more intelligent and overall better than you.",Positive
"Thick wood ... I know a lot of little or nothing, but I feel all the more. Allergic to Tinder post❌",Positive
"The Helpdesk enable block EU SMEs to manage IPR in China, with free consultations, practical seminars, and online resources. Nonprofit EU Initiative.",Positive
"Freelance journalist, photographer - information architect, publicist -own online newspaper 2005 - 2018 about 11 million page views, 4.8 million in 2019",Positive
"Goal v / hleven: happy & draw. Feline nature man, daughter = 'Allessie' artist, anal.psych, resilience, 🏛 NL = splendor language! Follow = do not always agree.",Positive
"Goal v / hleven: happy & draw. Feline nature man, daughter = 'Allessie' artist, anal.psych, resilience, 🏛 NL = splendor language! Follow = do not always agree.",Positive
"Thorbecke Academy
-Bestuurskunde
Ecomodernist
FVD
Friesland

""Only Thing We Have to Fear Is Fear Itself""
F.D. Roosevelt",Neutral
"Thorbecke Academy
-Bestuurskunde
Ecomodernist
FVD
Friesland

""Only Thing We Have to Fear Is Fear Itself""
F.D. Roosevelt",Neutral
"Ex-ASLK, Ex-FORTIS (retired executive Science). For Monarchy, for Belgium and EU. Indeed patriot, not a nationalist. For Forest, Freedom, Law.",Neutral
"Ex-ASLK, Ex-FORTIS (retired executive Science). For Monarchy, for Belgium and EU. Indeed patriot, not a nationalist. For Forest, Freedom, Law.",Neutral
,Neutral
critical follower of the news - dare to ask - dare to think - dare to be critical and think logical.,Positive
"Daily movies. Everything with a smile
Follow us on YouTube and do not miss the latest videos. # Youtube channel",Positive
Designer and construction coordinator or large flat roof solar panel installations. Arranging energy contracts and energy neutrality of company buildings.,Positive
"IT & electronics engineer - employer - Luthier - Bass player ....... Insulting tweets, hate preachers and right-wing wankers will be blocked Immediately",Negative
"Optimistic idealist. Love for spatial quality, sustainability, ecology, art & design. Twitters personal capacity.",Positive
,Neutral
,Neutral
"Every day the most important news, interviews and columns.
#podcast - #OnDemand - #Live #nieuws - 100.1FM & DAB +
#ikhoorbijBNR, listen live!",Positive
The GGD monitors and promotes the health of the inhabitants of Rotterdam and 15 surrounding municipalities.,Neutral
The GGD monitors and promotes the health of the inhabitants of Rotterdam and 15 surrounding municipalities.,Neutral
Cartoonist Cartoonist-Scenarist-Musician-Onzinnigaard.,Neutral
,Neutral
"Father, entrepreneur, citizens, the chronically ill. ""Show me a plague and I'll show you the world"" - Larry Kramer (1935 - 2020)",Negative
"Father, entrepreneur, citizens, the chronically ill. ""Show me a plague and I'll show you the world"" - Larry Kramer (1935 - 2020)",Negative
Bienenstich. Aber mit Sahne.,Neutral
Like it or not,Neutral
Like it or not,Neutral
#vrtnws app is the news and the news of the public broadcaster.,Neutral
hate Fake News. emigrate intend to. like nature animals cycling and Darts F1,Negative
hate Fake News. emigrate intend to. like nature animals cycling and Darts F1,Negative
,Neutral
,Neutral
wanting to shine everyday ⚡️,Negative
,Neutral
,Neutral
,Neutral
Quick News for headhunters and commuters. News collected through RSS feeds. Follow back.,Positive
"Councilor @ D66Utrecht Culture, Libraries, Heritage Properties, Events, Sex Work | Occupation: Art & Technology | ❤️ the Neudeflat",Neutral
"Explores journalism, monkey rolls and other folklore | Fact Checker @Nieuwscheckers | Teaches science journalism and resource use | university of Leiden",Negative
"Explores journalism, monkey rolls and other folklore | Fact Checker @Nieuwscheckers | Teaches science journalism and resource use | university of Leiden",Negative
